host_response_rate,host_acceptance_rate,host_neighbourhood,host_total_listings_count,host_has_profile_pic,host_identity_verified,host_is_superhost
1.00,1.00,Pilsen,3.00,t,t,t
1.00,1.00,Gold Coast,19.00,t,t,t
1.00,1.00,Gold Coast,19.00,t,t,t
N/A,N/A,Logan Square,3.00,t,f,f
0.98,0.81,Near West Side,22.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
1.00,0.99,Wicker Park,16.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
0.93,0.93,South Shore,2.00,t,t,f
1.00,1.00,Bridgeport,4.00,t,t,f
0.80,0.61,West Town,6.00,t,t,f
N/A,N/A,,1.00,t,t,t
1.00,1.00,Near West Side,14.00,t,t,t
1.00,0.00,Belmont Cragin,2.00,t,t,f
1.00,1.00,Grand Crossing,6.00,t,t,f
1.00,1.00,Grand Crossing,6.00,t,t,f
1.00,0.92,West Ridge,16.00,t,t,f
1.00,1.00,Avondale,1.00,t,t,f
N/A,N/A,,13.00,t,t,f
1.00,0.78,Bronzeville,1.00,t,t,f
N/A,N/A,Brighton Park,4.00,t,t,t
0.91,0.66,Irving Park,8.00,t,t,t
0.98,0.86,Logan Square,9.00,t,t,t
1.00,0.95,,1.00,t,t,t
N/A,1.00,Near West Side,1.00,t,f,f
1.00,1.00,Uptown,17.00,t,t,f
1.00,1.00,Bronzeville,3.00,t,t,t
1.00,1.00,Hyde Park,1.00,t,t,t
1.00,0.98,River North,4.00,t,t,t
0.90,0.80,Pilsen,3.00,t,t,f
1.00,0.96,Garfield Park,8.00,t,t,f
0.90,0.50,Irving Park,0.00,t,t,f
1.00,0.77,Belmont Cragin,1.00,t,t,f
0.00,0.00,Avondale,1.00,t,t,f
1.00,1.00,Logan Square,2.00,t,t,f
1.00,0.96,West Ridge,2.00,t,f,t
N/A,0.67,Humboldt Park,1.00,t,t,f
1.00,0.97,Kenwood,9.00,t,t,t
1.00,1.00,Rogers Park,8.00,t,t,f
0.00,0.00,North Center,3.00,t,t,f
1.00,1.00,Woodlawn,1.00,t,t,f
1.00,1.00,Norwood Park,1.00,t,f,t
1.00,0.90,Irving Park,0.00,t,t,t
1.00,0.98,West Ridge,0.00,t,f,f
1.00,0.89,Old Town,15.00,t,t,t
1.00,0.89,Old Town,15.00,t,t,t
1.00,0.97,Little Italy/UIC,4.00,t,t,t
0.99,0.99,Irving Park,6.00,t,t,f
0.99,0.99,Irving Park,6.00,t,t,f
N/A,1.00,Lake View East,1.00,t,f,f
1.00,0.95,Ukrainian Village,2.00,t,f,t
N/A,N/A,,2.00,t,t,t
1.00,1.00,Oakland,1.00,t,t,f
1.00,1.00,,0.00,t,t,f
N/A,N/A,West Ridge,1.00,t,t,f
N/A,N/A,Logan Square,0.00,t,t,f
N/A,N/A,Avondale,0.00,t,t,f
1.00,0.77,Bronzeville,5.00,t,t,t
0.00,0.31,Pilsen,1.00,t,t,f
1.00,1.00,Near West Side,14.00,t,t,t
1.00,1.00,Near West Side,14.00,t,t,t
1.00,0.90,Irving Park,1.00,t,t,t
0.90,0.64,Pilsen,4.00,t,t,t
1.00,1.00,Near West Side,14.00,t,t,t
1.00,0.95,Little Italy/UIC,1.00,t,f,f
N/A,N/A,,2.00,t,t,f
1.00,0.84,Uptown,1.00,t,t,t
1.00,1.00,Norwood Park,3.00,t,t,t
1.00,0.80,Lakeview,2.00,t,f,t
N/A,N/A,Bridgeport,7.00,t,t,f
0.88,0.97,Humboldt Park,2.00,t,t,t
1.00,0.80,Lakeview,2.00,t,f,t
1.00,1.00,Andersonville,13.00,t,t,f
N/A,N/A,Logan Square,1.00,t,t,f
N/A,N/A,Lakeview,1.00,t,t,f
1.00,1.00,Chinatown,4.00,t,t,t
N/A,N/A,,2.00,t,t,t
0.78,0.94,Humboldt Park,3.00,t,f,f
0.78,0.94,Humboldt Park,3.00,t,f,f
0.67,0.00,Uptown,1.00,t,t,f
N/A,N/A,Hyde Park,3.00,t,t,f
N/A,N/A,,1.00,t,t,f
1.00,1.00,Near West Side,14.00,t,t,t
N/A,N/A,Avondale,2.00,t,t,t
N/A,N/A,Rogers Park,1.00,t,t,f
0.93,0.93,South Shore,2.00,t,t,f
N/A,N/A,Logan Square,1.00,t,t,t
1.00,0.97,Belmont Cragin,1.00,t,t,t
N/A,N/A,West Ridge,1.00,t,t,f
1.00,0.33,Lincoln Square,1.00,t,t,f
N/A,1.00,Morgan Park,0.00,t,f,f
1.00,0.86,Lincoln Square,2.00,t,t,f
1.00,0.99,Wicker Park,16.00,t,t,t
1.00,0.94,Humboldt Park,3.00,t,f,f
0.67,0.80,South Shore,4.00,t,t,f
N/A,0.95,Woodlawn,0.00,t,t,f
N/A,0.95,Woodlawn,0.00,t,t,f
N/A,N/A,,2.00,t,t,f
0.00,0.29,South Lawndale,3.00,t,t,f
0.97,0.89,Chinatown,17.00,t,f,f
N/A,N/A,Lower West Side,25.00,t,t,f
1.00,0.94,Humboldt Park,3.00,t,f,f
N/A,N/A,Lower West Side,25.00,t,t,f
0.97,0.89,Chinatown,17.00,t,f,f
0.97,0.89,Chinatown,17.00,t,f,f
1.00,0.97,Garfield Park,0.00,t,f,f
1.00,0.97,Garfield Park,0.00,t,f,f
1.00,0.64,O'Hare,0.00,t,f,f
N/A,1.00,West Town,3.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
0.90,1.00,Hyde Park,1.00,t,t,f
1.00,1.00,Hyde Park,0.00,t,f,f
1.00,1.00,Hyde Park,0.00,t,f,f
N/A,N/A,Pulaski Park,0.00,t,t,f
1.00,1.00,Logan Square,13.00,t,t,t
1.00,1.00,Logan Square,13.00,t,t,t
1.00,1.00,Logan Square,13.00,t,t,t
1.00,1.00,Logan Square,13.00,t,t,t
1.00,1.00,Bridgeport,4.00,t,t,f
N/A,N/A,Logan Square,1.00,t,t,f
1.00,0.90,West Ridge,2.00,t,t,t
1.00,1.00,Grand Crossing,6.00,t,t,f
0.98,0.86,Logan Square,9.00,t,t,t
1.00,1.00,Grand Crossing,6.00,t,t,f
1.00,1.00,Grand Crossing,6.00,t,t,f
1.00,1.00,Grand Crossing,6.00,t,t,f
1.00,0.99,West Town/Noble Square,1.00,t,t,t
1.00,0.72,Portage Park,16.00,t,t,t
1.00,1.00,Lincoln Square,1.00,t,f,t
N/A,0.91,,2.00,t,t,f
1.00,0.98,Portage Park,1.00,t,t,t
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
1.00,1.00,Bronzeville,3.00,t,t,t
1.00,1.00,Bronzeville,3.00,t,t,t
1.00,0.97,Humboldt Park,1.00,t,t,f
0.90,0.80,Pilsen,3.00,t,t,f
0.00,0.08,Pilsen,1.00,t,t,f
N/A,N/A,Lakeview,1.00,t,t,f
1.00,0.98,Pilsen,1.00,t,t,t
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.88,0.63,Bridgeport,2.00,t,t,f
0.88,0.63,Bridgeport,2.00,t,t,f
1.00,0.92,West Ridge,16.00,t,t,f
1.00,0.84,,2.00,t,t,f
1.00,1.00,Ukrainian Village,2.00,t,t,t
1.00,0.92,West Ridge,16.00,t,t,f
1.00,0.58,Bronzeville,2.00,t,t,t
1.00,0.58,Bronzeville,2.00,t,t,t
N/A,N/A,Logan Square,3.00,t,f,f
1.00,1.00,Uptown,1.00,t,t,t
0.98,0.84,Edgewater,7.00,t,f,t
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.98,0.84,Edgewater,7.00,t,f,t
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
0.99,0.99,River North,25.00,t,t,f
1.00,0.92,Woodlawn,2.00,t,f,f
N/A,N/A,Portage Park,1.00,t,t,t
1.00,1.00,Lake View East,0.00,t,t,t
1.00,0.89,Sheridan Park,6.00,t,t,f
1.00,0.97,West Town/Noble Square,2.00,t,t,t
0.93,1.00,Lower West Side,5.00,t,t,f
1.00,0.73,Lincoln Park,0.00,t,t,f
1.00,0.89,Logan Square,4.00,t,t,t
1.00,0.99,Humboldt Park,3.00,t,t,t
1.00,1.00,McKinley Park,2.00,t,t,f
N/A,N/A,Portage Park,1.00,t,t,t
N/A,N/A,Uptown,1.00,t,t,f
N/A,N/A,Bridgeport,7.00,t,t,f
1.00,0.98,Armour Square,6.00,t,t,f
N/A,N/A,,13.00,t,t,f
1.00,0.90,Chatham,3.00,t,t,t
1.00,0.99,Wicker Park,16.00,t,t,t
0.98,0.86,Logan Square,9.00,t,t,t
0.98,0.86,Logan Square,9.00,t,t,t
1.00,0.95,Archer Heights,2.00,t,t,t
N/A,N/A,Lincoln Square,0.00,t,t,t
N/A,0.95,Woodlawn,0.00,t,t,f
1.00,0.98,Irving Park,7.00,t,t,f
1.00,0.76,Kenwood,15.00,t,t,t
N/A,N/A,Lower West Side,4.00,t,t,f
1.00,0.83,Irving Park,0.00,t,t,f
1.00,1.00,Lake View East,0.00,t,t,f
N/A,N/A,,1.00,t,t,t
1.00,0.89,Logan Square,4.00,t,t,t
1.00,0.72,Portage Park,16.00,t,t,t
1.00,0.89,Logan Square,4.00,t,t,t
1.00,0.96,Pilsen,2.00,t,t,t
1.00,1.00,Gold Coast,19.00,t,t,t
1.00,0.78,Portage Park,1.00,t,t,f
0.98,0.84,Edgewater,7.00,t,f,t
0.98,0.81,Near West Side,22.00,t,t,t
1.00,0.57,South Shore,0.00,t,t,f
1.00,1.00,Jefferson Park,2.00,t,t,t
0.33,0.50,River North,0.00,t,f,f
1.00,0.96,,3.00,t,t,t
N/A,N/A,Logan Square,0.00,t,t,f
0.71,0.79,Logan Square,1.00,t,t,f
0.87,0.99,Avondale,3.00,t,f,f
N/A,N/A,Bronzeville,0.00,t,f,f
1.00,1.00,Bridgeport,4.00,t,t,f
N/A,N/A,Belmont Gardens,0.00,t,f,f
N/A,N/A,,2.00,t,t,t
1.00,0.14,West Ridge,1.00,t,t,f
N/A,N/A,Wicker Park,1.00,t,t,t
1.00,0.85,West Ridge,2.00,t,t,t
1.00,1.00,Rogers Park,2.00,t,t,t
1.00,0.00,Uptown,1.00,t,t,f
1.00,0.44,Pilsen,2.00,t,t,t
N/A,N/A,Pullman,1.00,t,t,f
0.00,0.00,Hyde Park,0.00,t,t,f
0.94,1.00,Pilsen,12.00,t,t,f
0.94,1.00,Pilsen,12.00,t,t,f
1.00,1.00,Bridgeport,2.00,t,t,t
N/A,N/A,Albany Park,1.00,t,t,f
N/A,N/A,Lincoln Park,1.00,t,f,f
N/A,N/A,Pilsen,2.00,t,t,f
0.90,0.90,Oakland,1.00,t,t,f
0.89,1.00,Kenwood,11.00,t,f,f
0.70,0.67,Rogers Park,1.00,t,t,f
N/A,0.73,Logan Square,2.00,t,t,f
0.80,0.82,Woodlawn,9.00,t,t,f
0.90,0.00,River North,5.00,t,f,f
N/A,N/A,Wicker Park,1.00,t,f,f
N/A,N/A,Andersonville,1.00,t,t,t
1.00,1.00,Hyde Park,2.00,t,f,f
N/A,N/A,Edgewater,1.00,t,f,f
N/A,N/A,Lincoln Park,3.00,t,t,f
1.00,0.96,West Ridge,2.00,t,f,t
N/A,N/A,Rogers Park,1.00,t,t,f
1.00,1.00,Austin,1.00,t,t,f
N/A,N/A,Lakeview,2.00,t,t,f
N/A,N/A,Hyde Park,3.00,t,t,f
N/A,N/A,Avondale,1.00,t,f,f
N/A,N/A,Rogers Park,3.00,t,t,f
N/A,N/A,Wicker Park,1.00,t,t,t
1.00,0.90,Chatham,3.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
0.90,0.50,Irving Park,0.00,t,t,f
N/A,0.50,,6.00,t,f,f
1.00,1.00,Austin,10.00,t,t,t
N/A,N/A,,1.00,t,t,f
N/A,N/A,Wicker Park,4.00,t,t,f
N/A,N/A,Lakeview,2.00,t,t,f
N/A,N/A,,1.00,t,f,f
N/A,N/A,Avondale,1.00,t,t,t
N/A,N/A,,1.00,t,t,f
0.90,0.88,Andersonville,2.00,t,t,t
1.00,0.97,Little Italy/UIC,4.00,t,t,t
1.00,0.97,Little Italy/UIC,4.00,t,t,t
N/A,N/A,Rogers Park,3.00,t,t,f
0.90,0.88,Andersonville,2.00,t,t,t
0.00,N/A,Chatham,1.00,t,t,f
1.00,0.98,Irving Park,5.00,t,t,t
1.00,0.97,Norwood Park,3.00,t,t,t
N/A,N/A,Bronzeville,1.00,t,t,f
1.00,0.97,Norwood Park,3.00,t,t,t
0.40,1.00,South Shore,0.00,t,f,f
0.90,0.70,Avondale,0.00,t,t,t
N/A,N/A,Pilsen,0.00,t,t,t
1.00,0.97,Bridgeport,0.00,t,t,t
1.00,0.92,Woodlawn,2.00,t,f,f
1.00,0.00,Grand Crossing,4.00,t,t,f
0.14,0.40,,1.00,t,f,f
N/A,0.00,Logan Square,1.00,t,t,f
N/A,N/A,Douglas,0.00,t,t,f
1.00,0.99,Bronzeville,6.00,t,t,t
1.00,0.98,Irving Park,5.00,t,t,t
0.10,0.00,Logan Square,1.00,t,t,f
1.00,1.00,Rogers Park,1.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
1.00,1.00,Little Italy,25.00,t,t,f
N/A,N/A,North Lawndale,0.00,t,f,f
N/A,0.00,Beverly,2.00,t,t,f
0.95,0.67,Near West Side,0.00,t,f,t
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
N/A,N/A,Lincoln Park,1.00,t,t,f
1.00,0.97,Greater Grand Crossing,2.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,1.00,West Town,0.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
N/A,1.00,Englewood,0.00,t,f,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
N/A,N/A,Chicago Loop,1.00,t,f,f
N/A,N/A,Avondale,0.00,t,t,f
1.00,0.94,,0.00,t,t,f
1.00,0.83,South Side,0.00,t,f,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
0.93,0.73,Near West Side,18.00,t,t,f
1.00,0.94,South Shore,4.00,t,t,f
0.95,0.67,Near West Side,0.00,t,f,t
0.00,0.00,Jefferson Park,1.00,t,f,f
1.00,1.00,Little Italy,25.00,t,t,f
1.00,1.00,Little Italy,25.00,t,t,f
1.00,1.00,Little Italy,25.00,t,t,f
1.00,1.00,Little Italy,25.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
1.00,0.67,Irving Park,1.00,t,t,f
0.99,0.99,Garfield Park,116.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
0.25,0.00,Lower West Side,1.00,t,t,f
1.00,0.94,Rogers Park,1.00,t,t,t
1.00,0.43,Lincoln Park,2.00,t,t,f
1.00,0.31,Jefferson Park,1.00,t,t,t
0.94,1.00,Pilsen,12.00,t,t,f
0.90,0.00,,1.00,t,t,f
1.00,0.96,Garfield Park,8.00,t,t,f
1.00,0.98,Armour Square,6.00,t,t,f
1.00,1.00,Bronzeville,1.00,t,f,f
1.00,1.00,Near West Side,14.00,t,t,t
1.00,1.00,Garfield Park,4.00,t,t,t
N/A,N/A,,1.00,t,t,f
N/A,N/A,Little Italy/UIC,2.00,t,t,f
N/A,N/A,,1.00,t,f,t
1.00,0.94,Logan Square,0.00,t,t,f
N/A,N/A,Uptown,1.00,t,t,t
1.00,0.33,Avondale,1.00,t,f,f
N/A,N/A,,3.00,t,t,t
0.71,0.50,Bridgeport,1.00,t,t,f
N/A,N/A,,13.00,t,t,f
1.00,0.71,Irving Park,12.00,t,t,t
N/A,N/A,,13.00,t,t,f
N/A,N/A,,13.00,t,t,f
N/A,N/A,,3.00,t,t,t
0.98,0.81,Near West Side,22.00,t,t,t
0.40,0.40,Albany Park,5.00,t,t,f
0.40,0.40,Albany Park,5.00,t,t,f
0.50,0.52,Rogers Park,0.00,t,f,f
N/A,N/A,Kenwood,1.00,t,t,f
1.00,1.00,Woodlawn,12.00,t,t,f
0.00,0.60,Humboldt Park,2.00,t,t,f
1.00,1.00,Jefferson Park,1.00,t,t,f
1.00,0.99,Bronzeville,5.00,t,t,f
N/A,N/A,Lincoln Park,0.00,t,f,f
1.00,0.64,Bronzeville,5.00,t,t,f
N/A,N/A,Garfield Park,5.00,t,t,f
0.95,0.83,Logan Square,1.00,t,t,t
0.92,1.00,Lincoln Park,1.00,t,f,f
1.00,0.99,Bronzeville,6.00,t,t,t
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,1.00,Hyde Park,0.00,t,t,f
N/A,1.00,West Town,3.00,t,t,f
1.00,0.99,Bronzeville,5.00,t,t,f
1.00,1.00,Edgewater,2.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
0.94,0.97,Lincoln Square,0.00,t,t,t
0.92,0.92,Uptown,2.00,t,t,f
1.00,1.00,West Town,0.00,t,t,f
1.00,0.75,West Ridge,1.00,t,t,t
1.00,0.75,Logan Square,2.00,t,t,t
1.00,N/A,Rogers Park,2.00,t,t,t
1.00,1.00,,1.00,t,f,f
1.00,0.98,River North,4.00,t,t,t
1.00,0.64,Little Village,10.00,t,f,f
N/A,N/A,Edgewater,1.00,t,t,f
N/A,N/A,,2.00,t,t,f
0.89,1.00,Kenwood,11.00,t,f,f
1.00,1.00,Irving Park,1.00,t,t,f
0.90,0.81,Irving Park,3.00,t,t,t
0.90,0.81,Irving Park,3.00,t,t,t
1.00,1.00,Humboldt Park,6.00,t,t,f
N/A,0.93,Streeterville,12.00,t,t,f
N/A,0.93,Streeterville,12.00,t,t,f
N/A,0.93,Streeterville,12.00,t,t,f
N/A,0.93,Streeterville,12.00,t,t,f
1.00,0.99,Lower West Side,0.00,t,f,f
1.00,0.99,Schorsch Village,6.00,t,t,t
1.00,1.00,Uptown,17.00,t,t,f
0.60,0.80,Little Italy,1.00,t,t,f
0.70,0.90,Irving Park,1.00,t,t,f
1.00,1.00,Uptown,0.00,t,t,f
N/A,N/A,Bridgeport,13.00,t,t,t
1.00,0.98,Garfield Park,1.00,t,f,t
1.00,0.72,Portage Park,16.00,t,t,t
N/A,N/A,Logan Square,1.00,t,t,t
N/A,N/A,Wicker Park,1.00,t,f,t
1.00,1.00,Albany Park,1.00,t,t,f
0.89,1.00,Kenwood,11.00,t,f,f
1.00,1.00,Pilsen,4.00,t,t,t
N/A,N/A,,13.00,t,t,f
1.00,1.00,Andersonville,13.00,t,t,f
0.91,0.66,Irving Park,8.00,t,t,t
0.98,0.95,Pilsen,5.00,t,t,f
N/A,N/A,Rogers Park,0.00,t,t,f
N/A,N/A,Armour Square,5.00,t,t,f
N/A,1.00,Lower West Side,2.00,t,t,f
0.99,0.99,Irving Park,6.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
1.00,1.00,Hyde Park,0.00,t,f,f
0.90,1.00,Lake View East,0.00,t,t,f
0.91,0.98,Lincoln Park,17.00,t,t,f
0.00,0.00,Logan Square,2.00,t,t,f
N/A,1.00,Hyde Park,2.00,t,t,t
1.00,1.00,Rogers Park,8.00,t,t,f
0.96,1.00,Brighton Park,5.00,t,t,f
0.96,1.00,Garfield Park,4.00,t,t,f
0.96,1.00,Garfield Park,4.00,t,t,f
0.98,0.95,Pilsen,5.00,t,t,f
N/A,N/A,Armour Square,5.00,t,t,f
N/A,N/A,Armour Square,5.00,t,t,f
0.82,0.75,Englewood,7.00,t,t,f
0.99,0.99,Irving Park,6.00,t,t,f
0.99,0.99,Garfield Park,116.00,t,t,f
0.99,0.99,Irving Park,6.00,t,t,f
1.00,0.99,Schorsch Village,6.00,t,t,t
1.00,0.99,Schorsch Village,6.00,t,t,t
N/A,N/A,Lower West Side,25.00,t,t,f
0.93,1.00,Lower West Side,5.00,t,t,f
N/A,N/A,Lower West Side,25.00,t,t,f
0.92,0.92,Uptown,2.00,t,t,f
0.93,0.33,North Lawndale,4.00,t,f,f
0.93,0.33,North Lawndale,4.00,t,f,f
0.93,0.33,North Lawndale,4.00,t,f,f
1.00,1.00,Chatham,1.00,t,t,t
1.00,0.87,Humboldt Park,1.00,t,t,t
1.00,0.86,Garfield Park,3.00,t,t,t
0.93,0.33,North Lawndale,4.00,t,f,f
1.00,1.00,Wicker Park,2.00,t,t,t
1.00,1.00,Wicker Park,2.00,t,t,t
1.00,0.90,Grand Crossing,0.00,t,f,f
1.00,1.00,Woodlawn,12.00,t,t,f
1.00,0.96,Garfield Park,8.00,t,t,f
1.00,1.00,Lincoln Square,1.00,t,t,t
1.00,1.00,Edgewater,3.00,t,f,t
0.80,0.82,Woodlawn,9.00,t,t,f
0.80,0.82,Woodlawn,9.00,t,t,f
N/A,N/A,Ukrainian Village,1.00,t,f,f
0.94,1.00,Pilsen,12.00,t,t,f
1.00,1.00,Hyde Park,2.00,t,f,f
N/A,N/A,Near West Side,1.00,t,t,f
1.00,0.50,Humboldt Park,1.00,t,t,t
N/A,N/A,Hyde Park,2.00,t,t,t
N/A,N/A,,1.00,t,t,t
N/A,N/A,Beverly,1.00,t,f,t
0.93,0.98,Wrigleyville,5.00,t,t,f
1.00,0.92,Lincoln Square,1.00,t,t,f
N/A,N/A,,1.00,t,t,f
1.00,0.98,Albany Park,3.00,t,t,t
1.00,0.98,Albany Park,3.00,t,t,t
1.00,0.86,Logan Square,2.00,t,f,t
1.00,1.00,,3.00,t,t,f
0.75,0.25,Bronzeville,1.00,t,t,f
1.00,1.00,Andersonville,13.00,t,t,f
1.00,1.00,Near West Side,14.00,t,t,t
0.96,1.00,Garfield Park,4.00,t,t,f
0.00,N/A,,1.00,t,f,f
1.00,0.94,Humboldt Park,3.00,t,f,f
N/A,N/A,Irving Park,1.00,t,t,f
N/A,1.00,Marquette Park,2.00,t,f,f
1.00,1.00,Andersonville,13.00,t,t,f
1.00,1.00,Humboldt Park,1.00,t,t,f
0.94,0.96,Irving Park,2.00,t,t,f
N/A,1.00,,3.00,t,t,t
N/A,1.00,West Town/Noble Square,7.00,t,t,f
0.94,0.96,Irving Park,2.00,t,t,f
0.00,0.10,South Chicago,0.00,t,f,f
0.40,0.61,,1.00,t,t,f
N/A,N/A,,1.00,t,f,f
N/A,1.00,McKinley Park,1.00,t,t,f
1.00,0.25,Rogers Park,1.00,t,t,t
N/A,N/A,Garfield Park,5.00,t,t,f
0.00,0.29,South Lawndale,3.00,t,t,f
0.99,0.99,Irving Park,6.00,t,t,f
0.00,0.00,West Ridge,1.00,t,f,f
0.97,0.89,Chinatown,17.00,t,f,f
N/A,0.75,Avondale,1.00,t,t,f
0.80,0.93,Uptown,1.00,t,t,f
1.00,1.00,Little Italy,25.00,t,t,f
1.00,0.94,South Shore,12.00,t,t,f
N/A,1.00,Lake View,2.00,t,t,f
1.00,0.97,Lake View East,1.00,t,t,f
1.00,1.00,Hyde Park,0.00,t,f,f
1.00,0.96,Garfield Park,8.00,t,t,f
0.90,0.64,Pilsen,4.00,t,t,t
1.00,0.71,Irving Park,12.00,t,t,t
1.00,1.00,West Ridge,1.00,t,t,t
0.88,0.30,Lincoln Square,2.00,t,t,t
N/A,1.00,Near West Side,1.00,t,t,f
N/A,1.00,,1.00,t,f,t
1.00,1.00,Gold Coast,19.00,t,t,t
N/A,N/A,Humboldt Park,1.00,t,f,f
1.00,0.71,Irving Park,12.00,t,t,t
1.00,0.71,Irving Park,12.00,t,t,t
1.00,1.00,Andersonville,13.00,t,t,f
1.00,0.97,Edgewater,1.00,t,t,t
0.91,0.66,Irving Park,8.00,t,t,t
N/A,N/A,Humboldt Park,0.00,t,f,f
0.91,0.66,Irving Park,8.00,t,t,t
1.00,1.00,Woodlawn,12.00,t,t,f
0.67,0.80,South Shore,4.00,t,t,f
N/A,N/A,Edgewater,0.00,t,t,f
0.98,0.99,Garfield Park,4.00,t,t,t
1.00,0.89,Irving Park,0.00,t,t,f
N/A,N/A,North Center,1.00,t,t,t
1.00,1.00,Pilsen,4.00,t,t,t
0.90,0.34,Humboldt Park,2.00,t,t,f
1.00,1.00,West Town/Noble Square,1.00,t,t,t
1.00,N/A,Rogers Park,3.00,t,t,f
1.00,0.75,Bronzeville,2.00,t,t,f
1.00,0.96,Garfield Park,8.00,t,t,f
1.00,0.96,Garfield Park,8.00,t,t,f
1.00,0.96,Garfield Park,8.00,t,t,f
1.00,1.00,Edgewater,3.00,t,f,t
N/A,N/A,Logan Square,1.00,t,f,t
0.89,1.00,Kenwood,11.00,t,f,f
N/A,N/A,Norwood Park,5.00,t,t,f
1.00,0.75,Archer Heights,1.00,t,f,t
N/A,N/A,Little Italy/UIC,2.00,t,t,f
N/A,N/A,Hyde Park,1.00,t,t,f
N/A,0.00,Hermosa,2.00,t,t,f
0.90,1.00,,1.00,t,t,f
1.00,0.99,Albany Park,4.00,t,t,t
0.98,0.99,,1.00,t,t,f
1.00,1.00,McKinley Park,4.00,t,t,f
1.00,1.00,McKinley Park,4.00,t,t,f
1.00,1.00,McKinley Park,4.00,t,t,f
0.91,0.66,Irving Park,8.00,t,t,t
N/A,1.00,Logan Square,1.00,t,t,f
0.97,1.00,Bridgeport,0.00,t,t,f
N/A,1.00,West Town,0.00,t,t,f
0.91,0.66,Irving Park,8.00,t,t,t
1.00,0.26,Uptown,3.00,t,t,f
1.00,1.00,Bridgeport,4.00,t,t,f
N/A,N/A,Bridgeport,13.00,t,t,t
1.00,1.00,Irving Park,0.00,t,f,f
1.00,0.50,Edgewater,1.00,t,t,t
0.93,0.98,Wrigleyville,5.00,t,t,f
1.00,0.96,Garfield Park,8.00,t,t,f
1.00,1.00,,1.00,t,t,t
N/A,N/A,Norwood Park,5.00,t,t,f
0.60,0.80,Austin,4.00,t,t,f
N/A,1.00,Garfield Park,1.00,t,t,f
1.00,0.00,,2.00,t,t,f
N/A,N/A,Brighton Park,1.00,t,t,t
N/A,0.00,Jefferson Park,2.00,t,t,t
N/A,N/A,Rogers Park,0.00,t,t,f
1.00,0.76,Kenwood,15.00,t,t,t
0.96,1.00,Brighton Park,5.00,t,t,f
0.96,1.00,Brighton Park,5.00,t,t,f
0.98,0.65,South Chicago,12.00,t,f,t
1.00,1.00,Woodlawn,12.00,t,t,f
1.00,1.00,Woodlawn,12.00,t,t,f
N/A,N/A,Garfield Park,5.00,t,t,f
1.00,0.76,Kenwood,15.00,t,t,t
0.98,0.99,Garfield Park,4.00,t,t,t
0.97,1.00,Bridgeport,0.00,t,t,f
1.00,1.00,Logan Square,0.00,t,t,f
1.00,0.76,Kenwood,15.00,t,t,t
1.00,1.00,Bridgeport,4.00,t,t,f
N/A,N/A,Bridgeport,13.00,t,t,t
N/A,N/A,Bridgeport,13.00,t,t,t
1.00,1.00,McKinley Park,15.00,t,t,t
1.00,1.00,McKinley Park,15.00,t,t,t
1.00,1.00,Edgewater,3.00,t,f,t
